,,Students_per_Teachers,Students_per_Teachers,Students_per_Teachers
,,min,max,mean
Czerwonak,Przedszkole,4.5,19.333333333333332,10.305946484071486
Czerwonak,Specjalny Ośrodek Szkolno-Wychowawczy,0.7559055118110236,0.7559055118110236,0.7559055118110236
Czerwonak,Szkoła podstawowa,7.903225806451613,11.159574468085106,9.21364952733132
Czerwonak,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Czerwonka,Szkoła podstawowa,8.181818181818182,8.181818181818182,8.181818181818182
Czorsztyn,Przedszkole,7.142857142857143,8.555555555555555,7.84920634920635
Czorsztyn,Punkt przedszkolny,19.0,19.0,19.0
Czorsztyn,Szkoła podstawowa,6.1,11.387096774193548,8.262365591397849
Czorsztyn,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Czosnów,Przedszkole,6.2727272727272725,16.0,10.545454545454545
Czosnów,Punkt przedszkolny,1.5,1.5,1.5
Czosnów,Szkoła podstawowa,1.8,7.55,5.8124269005847955
Czosnów,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Czudec,Przedszkole,7.791666666666667,7.791666666666667,7.791666666666667
Czudec,Szkoła podstawowa,3.15,9.210526315789474,5.693464912280701
Czudec,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Czyże,Szkoła podstawowa,5.25,5.25,5.25
Czyżew,Przedszkole,13.636363636363637,13.636363636363637,13.636363636363637
Czyżew,Punkt przedszkolny,5.75,5.75,5.75
Czyżew,Szkoła podstawowa,5.846153846153846,12.405405405405405,8.512424512424513
Czyżew,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Częstochowa,Biblioteki pedagogiczne,0.0,0.0,0.0
Częstochowa,Branżowa szkoła I stopnia,1.3243243243243243,1.3243243243243243,1.3243243243243243
Częstochowa,Bursa,0.0,0.0,0.0
Częstochowa,Delegatura,0.0,0.0,0.0
Częstochowa,Gimnazjum,0.18181818181818182,4.083333333333333,1.6419457735247207
Częstochowa,Liceum ogólnokształcące,0.35714285714285715,66.5,10.032218388186543
Częstochowa,Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Częstochowa,Ogólnokształcąca szkoła muzyczna I stopnia,2.8823529411764706,2.8823529411764706,2.8823529411764706
Częstochowa,Ośrodek dokształcania i doskonalenia zawodowego,0.0,0.0,0.0
Częstochowa,Placówka doskonalenia nauczycieli,0.0,0.0,0.0
Częstochowa,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Częstochowa,Pozaszkolna placówka specjalistyczna,0.0,0.0,0.0
Częstochowa,Przedszkole,1.3571428571428572,21.0,9.102317506848644
Częstochowa,Punkt przedszkolny,0.78125,8.5,5.255208333333333
Częstochowa,Specjalny Ośrodek Szkolno-Wychowawczy,0.2903225806451613,0.4222222222222222,0.35627240143369177
Częstochowa,Specjalny Ośrodek Wychowawczy,2.0714285714285716,2.4444444444444446,2.2671957671957674
Częstochowa,Sześcioletnia szkoła sztuki tańca,7.75,7.75,7.75
Częstochowa,Szkoła podstawowa,0.7692307692307693,11.473684210526315,7.373176456065778
Częstochowa,Szkoła policealna,0.0,62.0,12.099222536600916
Częstochowa,Szkoła specjalna przysposabiająca do pracy,0.9642857142857143,0.9642857142857143,0.9642857142857143
Częstochowa,Technikum,1.7209302325581395,8.961538461538462,4.753805354172552
Częstochowa,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Człopa,Liceum ogólnokształcące,5.545454545454546,5.545454545454546,5.545454545454546
Człopa,Przedszkole,11.272727272727273,11.272727272727273,11.272727272727273
Człopa,Szkoła podstawowa,8.46,8.46,8.46
Człuchów,Bursa,0.0,0.0,0.0
Człuchów,Centrum Kształcenia Ustawicznego ze szkołami,0.0,0.0,0.0
Człuchów,Gimnazjum,3.0789473684210527,3.0789473684210527,3.0789473684210527
Człuchów,Liceum ogólnokształcące,7.7272727272727275,7.7272727272727275,7.7272727272727275
Człuchów,Międzyszkolny ośrodek sportowy,0.0,0.0,0.0
Człuchów,Młodzieżowy Ośrodek Socjoterapii ze szkołami,2.588235294117647,2.588235294117647,2.588235294117647
Człuchów,Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Człuchów,Ośrodek dokształcania i doskonalenia zawodowego,0.0,0.0,0.0
Człuchów,Placówki artystyczne (ognisko artystyczne),0.0,0.0,0.0
Człuchów,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Człuchów,Przedszkole,4.8,14.0,10.11957671957672
Człuchów,Punkt przedszkolny,9.571428571428571,10.666666666666666,10.119047619047619
Człuchów,Specjalny Ośrodek Szkolno-Wychowawczy,0.8676470588235294,0.8676470588235294,0.8676470588235294
Człuchów,Szkoła podstawowa,2.875,9.477777777777778,6.861764408727324
Człuchów,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Człuchów,Zespół wychowania przedszkolnego,2.2,2.2,2.2
Daleszyce,Punkt przedszkolny,3.5,13.666666666666666,9.391666666666666
Daleszyce,Szkoła podstawowa,3.2941176470588234,7.685714285714286,5.293946955750361
Daleszyce,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dalików,Przedszkole,2.857142857142857,2.857142857142857,2.857142857142857
Dalików,Szkoła podstawowa,8.91304347826087,9.75,9.331521739130434
Damasławek,Przedszkole,10.75,10.75,10.75
Damasławek,Szkoła podstawowa,8.421052631578947,8.421052631578947,8.421052631578947
Damasławek,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Damnica,Specjalny Ośrodek Szkolno-Wychowawczy,0.55,0.55,0.55
Damnica,Szkoła podstawowa,0.0,7.958333333333333,5.016414141414141
Damnica,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Darłowo,Gimnazjum,3.090909090909091,3.090909090909091,3.090909090909091
Darłowo,Liceum ogólnokształcące,6.4,6.4,6.4
Darłowo,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Darłowo,Przedszkole,7.636363636363637,15.25,9.491177619373108
Darłowo,Szkoła podstawowa,4.648648648648648,10.153846153846153,6.915850073698372
Darłowo,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Daszyna,Punkt przedszkolny,7.0,9.0,8.0
Daszyna,Szkoła podstawowa,6.238095238095238,7.107142857142857,6.6726190476190474
Debrzno,Młodzieżowy Ośrodek Wychowawczy,1.981818181818182,1.981818181818182,1.981818181818182
Debrzno,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Debrzno,Przedszkole,9.153846153846153,9.153846153846153,9.153846153846153
Debrzno,Szkoła podstawowa,3.8125,12.076923076923077,7.42251916792358
Deszczno,Przedszkole,11.636363636363637,11.636363636363637,11.636363636363637
Deszczno,Szkoła podstawowa,4.72,10.979591836734693,7.902625231910945
Dmosin,Szkoła podstawowa,4.739130434782608,8.805555555555555,6.7723429951690814
Dobczyce,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Dobczyce,Przedszkole,7.25,11.0,9.574561403508772
Dobczyce,Sześcioletnia szkoła muzyczna I stopnia,4.785714285714286,4.785714285714286,4.785714285714286
Dobczyce,Szkoła podstawowa,4.5,9.25,7.039968565713246
Dobczyce,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobiegniew,Przedszkole,13.9,13.9,13.9
Dobiegniew,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobra,Przedszkole,2.6363636363636362,10.421052631578947,6.528708133971292
Dobra,Specjalny Ośrodek Szkolno-Wychowawczy,1.375,1.375,1.375
Dobra,Sześcioletnia szkoła muzyczna I stopnia,5.5,5.5,5.5
Dobra,Szkoła podstawowa,2.28,9.866666666666667,5.084195310095931
Dobra,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobra (Szczecińska),Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Dobra (Szczecińska),Niepubliczna placówka oświatowo-wychowawcza w systemie oświaty,0.0,0.0,0.0
Dobra (Szczecińska),Przedszkole,5.625,10.5,7.270833333333333
Dobra (Szczecińska),Punkt przedszkolny,2.5,10.11111111111111,6.242063492063492
Dobra (Szczecińska),Szkoła podstawowa,4.888888888888889,11.052631578947368,8.392596178294118
Dobrcz,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Dobrcz,Przedszkole,8.4,9.625,9.0125
Dobrcz,Punkt przedszkolny,7.0,22.0,13.566666666666668
Dobrcz,Szkoła podstawowa,4.52,9.0,6.62594060419867
Dobrcz,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobre,Przedszkole,5.888888888888889,11.692307692307692,8.765160765160765
Dobre,Punkt przedszkolny,15.0,15.0,15.0
Dobre,Szkoła podstawowa,3.1739130434782608,9.196428571428571,6.026891150985354
Dobre Miasto,Gimnazjum,1.7857142857142858,4.3125,3.049107142857143
Dobre Miasto,Przedszkole,7.857142857142857,10.9375,8.981994047619049
Dobre Miasto,Punkt przedszkolny,8.5,8.5,8.5
Dobre Miasto,Szkoła podstawowa,2.176470588235294,10.342105263157896,5.563855565109338
Dobre Miasto,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobrodzień,Młodzieżowy Ośrodek Socjoterapii ze szkołami,1.4285714285714286,1.4285714285714286,1.4285714285714286
Dobrodzień,Przedszkole,8.5,9.076923076923077,8.788461538461538
Dobrodzień,Specjalny Ośrodek Szkolno-Wychowawczy,0.0,0.0,0.0
Dobrodzień,Szkoła podstawowa,2.375,7.052631578947368,4.626907894736842
Dobrodzień,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobromierz,Punkt przedszkolny,10.5,21.0,14.5
Dobromierz,Szkoła podstawowa,4.956521739130435,8.689655172413794,6.741708093321759
Dobroszyce,Przedszkole,13.055555555555555,13.055555555555555,13.055555555555555
Dobroszyce,Specjalny Ośrodek Szkolno-Wychowawczy,1.3902439024390243,1.3902439024390243,1.3902439024390243
Dobroszyce,Szkoła podstawowa,6.928571428571429,10.363636363636363,8.646103896103895
Dobroń,Przedszkole,6.785714285714286,6.785714285714286,6.785714285714286
Dobroń,Szkoła podstawowa,6.85,9.727272727272727,8.136868686868686
Dobryszyce,Szkoła podstawowa,5.782608695652174,5.782608695652174,5.782608695652174
Dobryszyce,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobrzany,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobrzeń Wielki,Przedszkole,0.7,12.2,7.327222222222221
Dobrzeń Wielki,Szkoła podstawowa,7.111111111111111,9.130434782608695,8.120772946859903
Dobrzeń Wielki,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobrzyca,Gimnazjum,7.111111111111111,7.111111111111111,7.111111111111111
Dobrzyca,Liceum ogólnokształcące,5.555555555555555,5.555555555555555,5.555555555555555
Dobrzyca,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobrzyniewo Duże,Szkoła podstawowa,4.529411764705882,5.0,4.764705882352941
Dobrzyniewo Duże,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dobrzyń nad Wisłą,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,2.4,2.4,2.4
Dobrzyń nad Wisłą,Przedszkole,5.555555555555555,7.857142857142857,6.994708994708994
Dobrzyń nad Wisłą,Szkoła podstawowa,2.789473684210526,7.9523809523809526,6.029336160915108
Dobrzyń nad Wisłą,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dolice,Przedszkole,10.0,12.0,11.0
Dolice,Szkoła podstawowa,5.5,8.157894736842104,6.941355404640634
Dolsk,Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Dolsk,Przedszkole,13.38888888888889,13.38888888888889,13.38888888888889
Dolsk,Szkoła podstawowa,5.12,9.307692307692308,7.213846153846154
Domanice,Gimnazjum,2.7777777777777777,2.7777777777777777,2.7777777777777777
Domanice,Przedszkole,4.461538461538462,4.461538461538462,4.461538461538462
Domanice,Szkoła podstawowa,6.5,9.1,7.8
Domaniewice,Przedszkole,18.142857142857142,18.142857142857142,18.142857142857142
Domaniewice,Szkoła podstawowa,9.0,9.210526315789474,9.105263157894736
Domaniów,Przedszkole,7.636363636363637,8.428571428571429,8.032467532467532
Domaniów,Szkoła podstawowa,4.416666666666667,8.133333333333333,6.672222222222222
Domaradz,Przedszkole,14.5,14.5,14.5
Domaradz,Szkoła podstawowa,3.5,10.4,6.439154411764705
Domaradz,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Domaszowice,Przedszkole,5.153846153846154,5.153846153846154,5.153846153846154
Domaszowice,Szkoła podstawowa,3.4285714285714284,7.5,5.464285714285714
Dominowo,Liceum ogólnokształcące,14.5,14.5,14.5
Dominowo,Szkoła podstawowa,5.619047619047619,9.041666666666666,6.820238095238095
Dominowo,Szkoła policealna,7.0,7.0,7.0
Dopiewo,Przedszkole,5.6,25.0,11.446046600458368
Dopiewo,Szkoła podstawowa,4.153846153846154,11.479452054794521,7.5175292564328595
Dopiewo,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dorohusk,Przedszkole,9.0,9.0,9.0
Dorohusk,Specjalny Ośrodek Szkolno-Wychowawczy,0.5681818181818182,0.5681818181818182,0.5681818181818182
Dorohusk,Szkoła podstawowa,3.6470588235294117,10.575,7.509917043740573
Doruchów,Przedszkole,11.363636363636363,11.363636363636363,11.363636363636363
Doruchów,Szkoła podstawowa,2.130434782608696,9.093023255813954,4.3859083692547856
Dołhobyczów,Szkoła podstawowa,5.117647058823529,7.485714285714286,6.236208167477518
Dragacz,Przedszkole,10.352941176470589,10.352941176470589,10.352941176470589
Dragacz,Szkoła podstawowa,5.083333333333333,9.325581395348838,7.318123091378905
Drawno,Przedszkole,7.923076923076923,7.923076923076923,7.923076923076923
Drawno,Specjalny Ośrodek Szkolno-Wychowawczy,0.8571428571428571,0.8571428571428571,0.8571428571428571
Drawno,Szkoła podstawowa,9.368421052631579,9.368421052631579,9.368421052631579
Drawsko,Przedszkole,9.136363636363637,9.136363636363637,9.136363636363637
Drawsko,Szkoła podstawowa,2.761904761904762,6.485714285714286,4.941948051948052
Drawsko Pomorskie,Bursa,0.0,0.0,0.0
Drawsko Pomorskie,Centrum Kształcenia Praktycznego,0.0,0.0,0.0
Drawsko Pomorskie,Liceum ogólnokształcące,5.285714285714286,5.285714285714286,5.285714285714286
Drawsko Pomorskie,Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Drawsko Pomorskie,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,2.0,2.0,2.0
Drawsko Pomorskie,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Drawsko Pomorskie,Przedszkole,2.15,12.32,7.235
Drawsko Pomorskie,Szkoła podstawowa,4.15,9.688311688311689,8.004597079166045
Drawsko Pomorskie,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drelów,Przedszkole,11.0,11.0,11.0
Drelów,Szkoła podstawowa,3.5,8.107142857142858,5.9922619047619055
Drezdenko,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,1.5,1.5,1.5
Drezdenko,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Drezdenko,Przedszkole,13.5,13.5,13.5
Drezdenko,Punkt przedszkolny,6.285714285714286,6.285714285714286,6.285714285714286
Drezdenko,Szkoła podstawowa,3.0,11.414634146341463,6.111508785955752
Drezdenko,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drobin,Przedszkole,6.636363636363637,9.0,7.818181818181818
Drobin,Punkt przedszkolny,3.0,4.0,3.5
Drobin,Szkoła podstawowa,2.625,9.142857142857142,5.91548645320197
Drobin,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drohiczyn,Liceum ogólnokształcące,6.6875,6.6875,6.6875
Drohiczyn,Szkoła podstawowa,3.0625,19.166666666666668,7.490625
Drohiczyn,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drużbice,Punkt przedszkolny,10.0,10.0,10.0
Drużbice,Szkoła podstawowa,7.705882352941177,9.733333333333333,8.719607843137254
Drużbice,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drwinia,Przedszkole,8.25,8.25,8.25
Drwinia,Sześcioletnia szkoła muzyczna I stopnia,6.090909090909091,6.090909090909091,6.090909090909091
Drwinia,Szkoła podstawowa,10.2,10.2,10.2
Drwinia,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drzewica,Przedszkole,9.789473684210526,9.789473684210526,9.789473684210526
Drzewica,Szkoła podstawowa,3.9642857142857144,9.5,6.004675324675325
Drzewica,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Drzycim,Szkoła podstawowa,5.466666666666667,6.35,5.908333333333333
Drzycim,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dubeninki,Gimnazjum,2.25,2.25,2.25
Dubeninki,Szkoła podstawowa,5.866666666666666,10.882352941176471,8.374509803921569
Dubicze Cerkiewne,Szkoła podstawowa,4.2272727272727275,4.2272727272727275,4.2272727272727275
Dubiecko,Gimnazjum,4.068965517241379,4.068965517241379,4.068965517241379
Dubiecko,Liceum ogólnokształcące,2.9473684210526314,2.9473684210526314,2.9473684210526314
Dubiecko,Przedszkole,4.6,4.6,4.6
Dubiecko,Szkoła podstawowa,4.2,5.458333333333333,4.829166666666667
Dubiecko,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dubienka,Szkoła podstawowa,8.16,8.16,8.16
Dubienka,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dukla,Przedszkole,10.954545454545455,13.0,11.977272727272727
Dukla,Szkoła podstawowa,4.111111111111111,11.176470588235293,6.684827750544661
Dukla,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Duszniki,Przedszkole,13.666666666666666,13.666666666666666,13.666666666666666
Duszniki,Szkoła podstawowa,6.9411764705882355,11.115384615384615,9.383437028657616
Duszniki-Zdrój,Dom wczasów dziecięcych,0.0,0.0,0.0
Duszniki-Zdrój,Przedszkole,10.454545454545455,10.454545454545455,10.454545454545455
Duszniki-Zdrój,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dwikozy,Gimnazjum,0.8,3.782608695652174,2.291304347826087
Dwikozy,Przedszkole,4.6,7.25,5.95
Dwikozy,Punkt przedszkolny,1.8571428571428572,1.8571428571428572,1.8571428571428572
Dwikozy,Szkoła podstawowa,1.6153846153846154,10.25,4.30212658815213
Dydnia,Przedszkole,10.714285714285714,10.714285714285714,10.714285714285714
Dydnia,Sześcioletnia szkoła muzyczna I stopnia,5.416666666666667,5.416666666666667,5.416666666666667
Dydnia,Szkoła podstawowa,2.0,6.975609756097561,3.490481921266581
Dydnia,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dygowo,Szkoła podstawowa,6.904761904761905,8.0,7.3805346700083545
Dynów,Liceum ogólnokształcące,9.565217391304348,9.565217391304348,9.565217391304348
Dynów,Przedszkole,3.8,13.052631578947368,8.426315789473684
Dynów,Sześcioletnia szkoła muzyczna I stopnia,5.826086956521739,5.826086956521739,5.826086956521739
Dynów,Szkoła podstawowa,1.75,11.063829787234043,4.536191331409338
Dynów,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dywity,Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Dywity,Przedszkole,3.3333333333333335,10.75,7.513425925925926
Dywity,Sześcioletnia szkoła muzyczna I stopnia,1.3615384615384616,1.3615384615384616,1.3615384615384616
Dywity,Szkoła podstawowa,2.7222222222222223,10.318181818181818,5.965077243018419
Dziadkowice,Szkoła podstawowa,9.72,9.72,9.72
Dziadowa Kłoda,Gimnazjum,2.8,2.8,2.8
Dziadowa Kłoda,Szkoła podstawowa,5.5,5.5,5.5
Dziadowa Kłoda,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Działdowo,Biblioteki pedagogiczne,0.0,0.0,0.0
Działdowo,Centrum Kształcenia Ustawicznego ze szkołami,0.0,0.0,0.0
Działdowo,Liceum ogólnokształcące,5.666666666666667,5.666666666666667,5.666666666666667
Działdowo,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,2.896551724137931,2.896551724137931,2.896551724137931
Działdowo,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Działdowo,Przedszkole,3.3333333333333335,11.363636363636363,8.527307233828973
Działdowo,Punkt przedszkolny,8.5,8.5,8.5
Działdowo,Sześcioletnia szkoła muzyczna I stopnia,7.0,7.0,7.0
Działdowo,Szkoła podstawowa,5.833333333333333,11.015151515151516,8.249671248475074
Działdowo,Szkoła specjalna przysposabiająca do pracy,2.4444444444444446,2.4444444444444446,2.4444444444444446
Działdowo,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Działoszyce,Przedszkole,9.6,9.6,9.6
Działoszyce,Szkoła podstawowa,5.428571428571429,9.727272727272727,7.007503607503608
Działoszyn,Gimnazjum,3.9545454545454546,3.9545454545454546,3.9545454545454546
Działoszyn,Ośrodek dokształcania i doskonalenia zawodowego,0.0,0.0,0.0
Działoszyn,Przedszkole,8.333333333333334,8.333333333333334,8.333333333333334
Działoszyn,Specjalny Ośrodek Szkolno-Wychowawczy,0.6808510638297872,0.6808510638297872,0.6808510638297872
Działoszyn,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dziemiany,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,2.727272727272727,2.727272727272727,2.727272727272727
Dziemiany,Szkoła podstawowa,6.363636363636363,6.363636363636363,6.363636363636363
Dziemiany,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dzierzgowo,Gimnazjum,3.1666666666666665,3.1666666666666665,3.1666666666666665
Dzierzgowo,Szkoła podstawowa,5.428571428571429,10.80952380952381,8.11904761904762
Dzierzgoń,Przedszkole,13.875,13.875,13.875
Dzierzgoń,Szkoła podstawowa,2.9545454545454546,8.64935064935065,5.62987012987013
Dzierzgoń,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dzierzkowice,Punkt przedszkolny,2.6,11.0,5.533333333333334
Dzierzkowice,Sześcioletnia szkoła muzyczna I stopnia,9.5,9.5,9.5
Dzierzkowice,Szkoła podstawowa,3.5454545454545454,6.142857142857143,4.8441558441558445
Dzierzkowice,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dzierzążnia,Szkoła podstawowa,4.230769230769231,9.586206896551724,6.908488063660478
Dzierżoniów,Gimnazjum,2.933333333333333,2.933333333333333,2.933333333333333
Dzierżoniów,Liceum ogólnokształcące,9.416666666666666,15.333333333333334,11.833333333333334
Dzierżoniów,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,1.7647058823529411,1.7647058823529411,1.7647058823529411
Dzierżoniów,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Dzierżoniów,Przedszkole,4.333333333333333,22.4,13.30546737213404
Dzierżoniów,Specjalny Ośrodek Szkolno-Wychowawczy,0.6785714285714286,0.6785714285714286,0.6785714285714286
Dzierżoniów,Sześcioletnia szkoła muzyczna I stopnia,6.857142857142857,6.857142857142857,6.857142857142857
Dzierżoniów,Szkoła podstawowa,0.7777777777777778,12.23404255319149,7.65689071716477
Dzierżoniów,Szkoła policealna,7.714285714285714,20.0,13.857142857142858
Dzierżoniów,Szkoła specjalna przysposabiająca do pracy,1.0,1.0,1.0
Dzierżoniów,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dzikowiec,Szkoła podstawowa,3.0,7.619047619047619,5.113095238095238
Dzikowiec,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dziwnów,Przedszkole,10.090909090909092,10.090909090909092,10.090909090909092
Dziwnów,Szkoła podstawowa,8.21875,8.21875,8.21875
Dziwnów,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dzwola,Szkoła podstawowa,5.083333333333333,5.083333333333333,5.083333333333333
Dzwola,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbie,Przedszkole,6.555555555555555,10.0,8.277777777777779
Dąbie,Szkoła podstawowa,5.967741935483871,9.8,7.258180883370137
Dąbrowa,Gimnazjum,1.3636363636363635,1.3636363636363635,1.3636363636363635
Dąbrowa,Przedszkole,6.5,9.875,8.510416666666666
Dąbrowa,Szkoła podstawowa,6.266666666666667,9.31578947368421,7.791264367816092
Dąbrowa,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbrowa Białostocka,Bursa,0.0,0.0,0.0
Dąbrowa Białostocka,Młodzieżowy Ośrodek Socjoterapii ze szkołami,1.025,1.025,1.025
Dąbrowa Białostocka,Młodzieżowy Ośrodek Wychowawczy,1.186046511627907,1.186046511627907,1.186046511627907
Dąbrowa Białostocka,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Dąbrowa Białostocka,Przedszkole,10.0,10.0,10.0
Dąbrowa Białostocka,Szkoła podstawowa,2.1666666666666665,7.5625,4.183840960626675
Dąbrowa Białostocka,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbrowa Biskupia,Szkoła podstawowa,5.95,8.258064516129032,7.044706187511791
Dąbrowa Chełmińska,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbrowa Górnicza,Branżowa szkoła I stopnia,1.1666666666666667,1.1666666666666667,1.1666666666666667
Dąbrowa Górnicza,Gimnazjum,1.9090909090909092,1.9090909090909092,1.9090909090909092
Dąbrowa Górnicza,Liceum ogólnokształcące,1.96,38.75,13.721123603051796
Dąbrowa Górnicza,Niepubliczna placówka kształcenia ustawicznego i praktycznego,0.0,0.0,0.0
Dąbrowa Górnicza,Ognisko pracy pozaszkolnej,0.0,0.0,0.0
Dąbrowa Górnicza,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Dąbrowa Górnicza,Przedszkole,2.111111111111111,12.777777777777779,7.8495374255374255
Dąbrowa Górnicza,Specjalny Ośrodek Szkolno-Wychowawczy,0.09880239520958084,0.09880239520958084,0.09880239520958084
Dąbrowa Górnicza,Szkoła podstawowa,1.4242424242424243,10.691358024691358,7.00876228579421
Dąbrowa Górnicza,Szkoła policealna,4.333333333333333,27.333333333333332,17.998484848484846
Dąbrowa Górnicza,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbrowa Tarnowska,Ośrodek Rewalidacyjno-Wychowawczy umożliwiający upośledzonym umysłowo realizację obowiązku szkolnego i nauki,0.5714285714285714,0.5714285714285714,0.5714285714285714
Dąbrowa Tarnowska,Poradnia psychologiczno-pedagogiczna,0.0,0.0,0.0
Dąbrowa Tarnowska,Przedszkole,4.6,12.75,8.370000000000001
Dąbrowa Tarnowska,Szkoła podstawowa,3.1052631578947367,10.403225806451612,6.542390514609963
Dąbrowa Tarnowska,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbrowa Zielona,Przedszkole,8.416666666666666,8.416666666666666,8.416666666666666
Dąbrowa Zielona,Szkoła podstawowa,2.4705882352941178,8.083333333333334,5.51797385620915
Dąbrowice,Zespół szkół i placówek oświatowych,0.0,0.0,0.0
Dąbrówka,Przedszkole,7.615384615384615,8.0,7.8076923076923075
Dąbrówka,Szkoła podstawowa,5.869565217391305,9.931818181818182,8.308931708388231
Dąbrówno,Szkoła podstawowa,3.9444444444444446,8.263157894736842,5.677043916981998
Dębe Wielkie,Przedszkole,3.3333333333333335,12.5,8.652777777777779
Dębe Wielkie,Punkt przedszkolny,7.0,7.0,7.0
Dębe Wielkie,Szkoła podstawowa,5.45,9.647058823529411,7.8323409309277245
Dębica,Biblioteki pedagogiczne,0.0,0.0,0.0
